target_id,label_type,value,confidence,id
1115991006584987648,aggression,1,0.5676,label_aggression_1115991006584987648
1081664980782374912,bullying,1,0.8025,label_bullying_1081664980782374912
1081664980782374912,aggression,1,1.0,label_aggression_1081664980782374912
1134017703750103040,bullying,0,0.6139,label_bullying_1134017703750103040
1134017703750103040,aggression,1,0.5837,label_aggression_1134017703750103040
1159462478544101376,bullying,1,1.0,label_bullying_1159462478544101376
1159462478544101376,aggression,1,1.0,label_aggression_1159462478544101376
1139998679755812864,bullying,0,1.0,label_bullying_1139998679755812864
1139998679755812864,aggression,0,1.0,label_aggression_1139998679755812864
1121066447423053824,bullying,0,1.0,label_bullying_1121066447423053824
1121066447423053824,aggression,0,1.0,label_aggression_1121066447423053824
1093418607750586368,bullying,0,1.0,label_bullying_1093418607750586368
1093418607750586368,aggression,0,1.0,label_aggression_1093418607750586368
1166993514807304192,bullying,0,0.794,label_bullying_1166993514807304192
1166993514807304192,aggression,0,0.794,label_aggression_1166993514807304192
948030343389270016,bullying,1,0.627,label_bullying_948030343389270016
948030343389270016,aggression,1,1.0,label_aggression_948030343389270016
1131434704818540544,bullying,1,0.5842,label_bullying_1131434704818540544
1131434704818540544,aggression,1,0.5842,label_aggression_1131434704818540544
1089999176642740224,bullying,1,0.5777,label_bullying_1089999176642740224
1089999176642740224,aggression,1,0.5777,label_aggression_1089999176642740224
1163579451632771072,bullying,1,1.0,label_bullying_1163579451632771072
1163579451632771072,aggression,1,1.0,label_aggression_1163579451632771072
1134692072150949888,bullying,1,0.563,label_bullying_1134692072150949888
1134692072150949888,aggression,1,0.7744,label_aggression_1134692072150949888
1055241182718332928,bullying,1,0.5821,label_bullying_1055241182718332928
1055241182718332928,aggression,1,0.7777,label_aggression_1055241182718332928
1064754213302792192,bullying,1,0.5918,label_bullying_1064754213302792192
1064754213302792192,aggression,1,0.7893,label_aggression_1064754213302792192
1074582050805350400,bullying,1,0.5817,label_bullying_1074582050805350400
1074582050805350400,aggression,1,0.5817,label_aggression_1074582050805350400
1153964867745886208,bullying,0,1.0,label_bullying_1153964867745886208
1153964867745886208,aggression,0,1.0,label_aggression_1153964867745886208
1012520751829598208,bullying,0,0.8333,label_bullying_1012520751829598208
1012520751829598208,aggression,0,0.6377,label_aggression_1012520751829598208
1134908868867313664,bullying,0,1.0,label_bullying_1134908868867313664
1134908868867313664,aggression,0,0.5986,label_aggression_1134908868867313664
1178264272132829184,bullying,0,1.0,label_bullying_1178264272132829184
1178264272132829184,aggression,0,1.0,label_aggression_1178264272132829184
1149761218580512768,bullying,0,0.7847,label_bullying_1149761218580512768
1149761218580512768,aggression,0,0.7847,label_aggression_1149761218580512768
1119903629130801152,bullying,1,0.7744,label_bullying_1119903629130801152
1119903629130801152,aggression,1,0.7744,label_aggression_1119903629130801152
1088174709562314752,bullying,1,0.7744,label_bullying_1088174709562314752
1088174709562314752,aggression,1,0.7744,label_aggression_1088174709562314752
1117352411007246336,bullying,1,0.7744,label_bullying_1117352411007246336
1117352411007246336,aggression,1,0.7744,label_aggression_1117352411007246336
1178570675292639232,bullying,0,0.6377,label_bullying_1178570675292639232
1178570675292639232,aggression,0,0.6377,label_aggression_1178570675292639232
1105729114431725568,bullying,1,0.5624,label_bullying_1105729114431725568
1105729114431725568,aggression,1,0.5624,label_aggression_1105729114431725568
1149040324006629376,bullying,0,1.0,label_bullying_1149040324006629376
1149040324006629376,aggression,0,1.0,label_aggression_1149040324006629376
1054254121538498560,bullying,1,0.563,label_bullying_1054254121538498560
1054254121538498560,aggression,1,0.7744,label_aggression_1054254121538498560
1152375978807496704,bullying,1,0.7744,label_bullying_1152375978807496704
1152375978807496704,aggression,1,0.7744,label_aggression_1152375978807496704
1139049958595825664,bullying,0,1.0,label_bullying_1139049958595825664
1139049958595825664,aggression,0,1.0,label_aggression_1139049958595825664
1092969087300173824,bullying,1,0.5842,label_bullying_1092969087300173824
1092969087300173824,aggression,1,0.5842,label_aggression_1092969087300173824
1148850447302692864,bullying,1,1.0,label_bullying_1148850447302692864
1148850447302692864,aggression,1,1.0,label_aggression_1148850447302692864
1008090316898803712,bullying,1,0.7744,label_bullying_1008090316898803712
1008090316898803712,aggression,1,0.7744,label_aggression_1008090316898803712
1061582683249012736,bullying,1,0.7744,label_bullying_1061582683249012736
1061582683249012736,aggression,1,0.7744,label_aggression_1061582683249012736
1179210206551404544,bullying,0,0.8333,label_bullying_1179210206551404544
1179210206551404544,aggression,0,0.6377,label_aggression_1179210206551404544
1092198309856202752,bullying,1,0.7885,label_bullying_1092198309856202752
1092198309856202752,aggression,1,1.0,label_aggression_1092198309856202752
1009707103394627584,bullying,1,0.5842,label_bullying_1009707103394627584
1009707103394627584,aggression,1,0.5842,label_aggression_1009707103394627584
1151131828892114944,bullying,1,1.0,label_bullying_1151131828892114944
1151131828892114944,aggression,1,1.0,label_aggression_1151131828892114944
1027479240444452864,bullying,1,1.0,label_bullying_1027479240444452864
1027479240444452864,aggression,1,1.0,label_aggression_1027479240444452864
1066222158239453184,bullying,1,0.5842,label_bullying_1066222158239453184
1066222158239453184,aggression,1,0.5842,label_aggression_1066222158239453184
1093485395146063872,bullying,1,1.0,label_bullying_1093485395146063872
1093485395146063872,aggression,1,1.0,label_aggression_1093485395146063872
1148886527963955200,bullying,0,0.7744,label_bullying_1148886527963955200
1148886527963955200,aggression,0,0.7744,label_aggression_1148886527963955200
1014296143544356864,bullying,1,0.788,label_bullying_1014296143544356864
1014296143544356864,aggression,1,0.788,label_aggression_1014296143544356864
1120955068431372288,bullying,1,0.5821,label_bullying_1120955068431372288
1120955068431372288,aggression,1,0.7777,label_aggression_1120955068431372288
1154187672588529664,bullying,1,0.5624,label_bullying_1154187672588529664
1154187672588529664,aggression,1,0.7777,label_aggression_1154187672588529664
1105744359686639616,bullying,1,0.6082,label_bullying_1105744359686639616
1105744359686639616,aggression,1,0.7744,label_aggression_1105744359686639616
1074093091838996480,bullying,0,0.7783,label_bullying_1074093091838996480
1074093091838996480,aggression,0,0.579,label_aggression_1074093091838996480
1158987090408112128,bullying,1,0.7893,label_bullying_1158987090408112128
1158987090408112128,aggression,1,0.7893,label_aggression_1158987090408112128
1025563073714483200,bullying,1,0.5897,label_bullying_1025563073714483200
1025563073714483200,aggression,1,0.5897,label_aggression_1025563073714483200
1059310997544079360,bullying,1,0.8004,label_bullying_1059310997544079360
1059310997544079360,aggression,1,0.8004,label_aggression_1059310997544079360
1120192382017613824,bullying,1,0.7744,label_bullying_1120192382017613824
1120192382017613824,aggression,1,0.7744,label_aggression_1120192382017613824
1137818665115414528,bullying,0,0.7744,label_bullying_1137818665115414528
1137818665115414528,aggression,0,0.563,label_aggression_1137818665115414528
1146305661932544000,bullying,1,0.8004,label_bullying_1146305661932544000
1146305661932544000,aggression,1,0.8004,label_aggression_1146305661932544000
1126434493599809536,bullying,1,0.6332,label_bullying_1126434493599809536
1126434493599809536,aggression,1,0.6332,label_aggression_1126434493599809536
1079563325219762176,bullying,1,0.7744,label_bullying_1079563325219762176
1079563325219762176,aggression,1,0.7744,label_aggression_1079563325219762176
1181066254816030720,bullying,0,0.6377,label_bullying_1181066254816030720
1181066254816030720,aggression,0,0.6377,label_aggression_1181066254816030720
1155088061789569024,bullying,1,0.788,label_bullying_1155088061789569024
1155088061789569024,aggression,1,0.788,label_aggression_1155088061789569024
1087618613571219456,bullying,1,0.785,label_bullying_1087618613571219456
1087618613571219456,aggression,1,0.785,label_aggression_1087618613571219456
1157172778362175488,bullying,0,0.7885,label_bullying_1157172778362175488
1157172778362175488,aggression,0,0.7885,label_aggression_1157172778362175488
1053133798101442560,bullying,1,0.794,label_bullying_1053133798101442560
1053133798101442560,aggression,1,0.794,label_aggression_1053133798101442560
957785592803020800,bullying,1,1.0,label_bullying_957785592803020800
957785592803020800,aggression,1,1.0,label_aggression_957785592803020800
1142134642015895552,bullying,0,0.7744,label_bullying_1142134642015895552
1142134642015895552,aggression,0,0.7744,label_aggression_1142134642015895552
1146249209444712448,bullying,1,0.794,label_bullying_1146249209444712448
1146249209444712448,aggression,1,0.794,label_aggression_1146249209444712448
1157541403673403392,bullying,1,0.8056,label_bullying_1157541403673403392
1157541403673403392,aggression,1,1.0,label_aggression_1157541403673403392
1069119845687328768,bullying,1,0.7744,label_bullying_1069119845687328768
1069119845687328768,aggression,1,0.7744,label_aggression_1069119845687328768
1177969231829131264,bullying,0,0.7885,label_bullying_1177969231829131264
1177969231829131264,aggression,0,0.5817,label_aggression_1177969231829131264
1147707543662247936,bullying,1,0.7744,label_bullying_1147707543662247936
1147707543662247936,aggression,1,0.7744,label_aggression_1147707543662247936
1101791523529703424,bullying,1,0.6002,label_bullying_1101791523529703424
1101791523529703424,aggression,1,0.7978,label_aggression_1101791523529703424
1066980163927085056,bullying,1,0.5842,label_bullying_1066980163927085056
1066980163927085056,aggression,1,0.5842,label_aggression_1066980163927085056
1048815494985551872,bullying,1,0.794,label_bullying_1048815494985551872
1048815494985551872,aggression,1,0.794,label_aggression_1048815494985551872
1113385871555686400,bullying,1,1.0,label_bullying_1113385871555686400
1113385871555686400,aggression,1,1.0,label_aggression_1113385871555686400
1080713892960825344,bullying,0,0.8333,label_bullying_1080713892960825344
1080713892960825344,aggression,0,0.6377,label_aggression_1080713892960825344
1073397272806817792,bullying,1,0.5777,label_bullying_1073397272806817792
1073397272806817792,aggression,1,0.5777,label_aggression_1073397272806817792
1062535235822292992,bullying,1,0.5651,label_bullying_1062535235822292992
1062535235822292992,aggression,1,0.5651,label_aggression_1062535235822292992
1109239642722844672,bullying,1,0.7744,label_bullying_1109239642722844672
1109239642722844672,aggression,1,0.5845,label_aggression_1109239642722844672
1130614482700529664,bullying,0,0.6153,label_bullying_1130614482700529664
1130614482700529664,aggression,1,0.5817,label_aggression_1130614482700529664
1107167421770379264,bullying,0,1.0,label_bullying_1107167421770379264
1107167421770379264,aggression,0,1.0,label_aggression_1107167421770379264
1141578684688445440,bullying,0,1.0,label_bullying_1141578684688445440
1141578684688445440,aggression,0,1.0,label_aggression_1141578684688445440
1053867748171595776,bullying,0,0.5819,label_bullying_1053867748171595776
1053867748171595776,aggression,1,1.0,label_aggression_1053867748171595776
1046262244998258688,bullying,1,1.0,label_bullying_1046262244998258688
1046262244998258688,aggression,1,1.0,label_aggression_1046262244998258688
1128501265627025408,bullying,0,1.0,label_bullying_1128501265627025408
1128501265627025408,aggression,0,1.0,label_aggression_1128501265627025408
1148898679500255232,bullying,0,1.0,label_bullying_1148898679500255232
1148898679500255232,aggression,0,0.7819,label_aggression_1148898679500255232
1174566324454768640,bullying,0,1.0,label_bullying_1174566324454768640
1174566324454768640,aggression,0,1.0,label_aggression_1174566324454768640
1158208932159123456,bullying,1,1.0,label_bullying_1158208932159123456
1158208932159123456,aggression,1,1.0,label_aggression_1158208932159123456
1025609192838443008,bullying,1,0.6108,label_bullying_1025609192838443008
1025609192838443008,aggression,1,0.7605,label_aggression_1025609192838443008
1067712613082931200,bullying,0,0.8338,label_bullying_1067712613082931200
1067712613082931200,aggression,0,0.8338,label_aggression_1067712613082931200
1013994610969788416,bullying,1,0.7924,label_bullying_1013994610969788416
1013994610969788416,aggression,1,0.7924,label_aggression_1013994610969788416
1152325866454708224,bullying,1,0.5438,label_bullying_1152325866454708224
1152325866454708224,aggression,1,1.0,label_aggression_1152325866454708224
1159515118229397504,bullying,0,0.6092,label_bullying_1159515118229397504
1159515118229397504,aggression,1,0.7701,label_aggression_1159515118229397504
1122798217923645440,bullying,1,0.5754,label_bullying_1122798217923645440
1122798217923645440,aggression,1,0.5754,label_aggression_1122798217923645440
1070449102225096704,bullying,1,0.5897,label_bullying_1070449102225096704
1070449102225096704,aggression,1,0.5897,label_aggression_1070449102225096704
1040480063214456832,bullying,1,0.7949,label_bullying_1040480063214456832
1040480063214456832,aggression,1,0.7949,label_aggression_1040480063214456832
1055302920520220672,bullying,0,0.8,label_bullying_1055302920520220672
1055302920520220672,aggression,0,0.8,label_aggression_1055302920520220672
1016596288051306496,bullying,1,0.7825,label_bullying_1016596288051306496
1016596288051306496,aggression,1,0.7825,label_aggression_1016596288051306496
1064321446668607489,bullying,1,0.5939,label_bullying_1064321446668607489
1064321446668607489,aggression,1,0.5939,label_aggression_1064321446668607489
1105272517608042496,bullying,1,1.0,label_bullying_1105272517608042496
1105272517608042496,aggression,1,1.0,label_aggression_1105272517608042496
1108466788171476992,bullying,1,0.783,label_bullying_1108466788171476992
1108466788171476992,aggression,1,1.0,label_aggression_1108466788171476992
1149189214303641600,bullying,1,0.5601,label_bullying_1149189214303641600
1149189214303641600,aggression,1,0.5601,label_aggression_1149189214303641600
1168806492346982400,bullying,1,0.6123,label_bullying_1168806492346982400
1168806492346982400,aggression,1,0.6123,label_aggression_1168806492346982400
1053851785821384704,bullying,0,0.607,label_bullying_1053851785821384704
1053851785821384704,aggression,0,0.607,label_aggression_1053851785821384704
1023091917250023424,bullying,1,0.779,label_bullying_1023091917250023424
1023091917250023424,aggression,1,0.779,label_aggression_1023091917250023424
1006225114423021568,bullying,1,0.7949,label_bullying_1006225114423021568
1006225114423021568,aggression,1,0.7949,label_aggression_1006225114423021568
1146255566205804544,bullying,1,0.5977,label_bullying_1146255566205804544
1146255566205804544,aggression,1,0.5977,label_aggression_1146255566205804544
1133597792259268608,bullying,1,0.552,label_bullying_1133597792259268608
1133597792259268608,aggression,1,0.7611,label_aggression_1133597792259268608
1058940543196979200,bullying,0,0.7955,label_bullying_1058940543196979200
1058940543196979200,aggression,0,0.7955,label_aggression_1058940543196979200
1084204805423034368,bullying,0,0.8019,label_bullying_1084204805423034368
1084204805423034368,aggression,0,0.8019,label_aggression_1084204805423034368
1085363521883193344,bullying,0,0.6151,label_bullying_1085363521883193344
1085363521883193344,aggression,0,0.6151,label_aggression_1085363521883193344
1176404479424471040,bullying,0,1.0,label_bullying_1176404479424471040
1176404479424471040,aggression,0,1.0,label_aggression_1176404479424471040
1174312914862411776,bullying,1,0.6275,label_bullying_1174312914862411776
1174312914862411776,aggression,1,0.8028,label_aggression_1174312914862411776
1032610021605056512,bullying,1,0.6243,label_bullying_1032610021605056512
1032610021605056512,aggression,1,0.7818,label_aggression_1032610021605056512
1035989830989217792,bullying,1,0.552,label_bullying_1035989830989217792
1035989830989217792,aggression,1,0.7611,label_aggression_1035989830989217792
1133675111459774464,bullying,1,0.786,label_bullying_1133675111459774464
1133675111459774464,aggression,1,0.5614,label_aggression_1133675111459774464
1158950726895394816,bullying,1,0.8058,label_bullying_1158950726895394816
1158950726895394816,aggression,1,0.8058,label_aggression_1158950726895394816
1173457572985225216,bullying,0,1.0,label_bullying_1173457572985225216
1173457572985225216,aggression,0,1.0,label_aggression_1173457572985225216
1132085719264010240,bullying,1,0.5602,label_bullying_1132085719264010240
1132085719264010240,aggression,1,0.7917,label_aggression_1132085719264010240
1053441156740681728,bullying,0,0.7954,label_bullying_1053441156740681728
1053441156740681728,aggression,0,0.7954,label_aggression_1053441156740681728
1154691382318178304,bullying,0,0.7989,label_bullying_1154691382318178304
1154691382318178304,aggression,0,0.7989,label_aggression_1154691382318178304
1180304109229035520,bullying,0,0.8451,label_bullying_1180304109229035520
1180304109229035520,aggression,1,0.5877,label_aggression_1180304109229035520
1046969682382794752,bullying,0,0.7989,label_bullying_1046969682382794752
1046969682382794752,aggression,0,0.7989,label_aggression_1046969682382794752
1052400209289940992,bullying,0,0.7979,label_bullying_1052400209289940992
1052400209289940992,aggression,0,0.6162,label_aggression_1052400209289940992
1156459766562889728,bullying,0,0.7924,label_bullying_1156459766562889728
1156459766562889728,aggression,0,0.7924,label_aggression_1156459766562889728
1171672626838544384,bullying,0,0.6379,label_bullying_1171672626838544384
1171672626838544384,aggression,0,0.6379,label_aggression_1171672626838544384
990785422521245696,bullying,1,0.6181,label_bullying_990785422521245696
990785422521245696,aggression,1,0.6181,label_aggression_990785422521245696
1123119034326523904,bullying,0,0.7924,label_bullying_1123119034326523904
1123119034326523904,aggression,0,0.7924,label_aggression_1123119034326523904
1060350847097221120,bullying,1,0.8417,label_bullying_1060350847097221120
1060350847097221120,aggression,1,1.0,label_aggression_1060350847097221120
1108234260353077248,bullying,1,0.5929,label_bullying_1108234260353077248
1108234260353077248,aggression,1,0.7949,label_aggression_1108234260353077248
1106472773192384512,bullying,0,1.0,label_bullying_1106472773192384512
1106472773192384512,aggression,0,1.0,label_aggression_1106472773192384512
1085445634200375296,bullying,1,1.0,label_bullying_1085445634200375296
1085445634200375296,aggression,1,1.0,label_aggression_1085445634200375296
987301818738839552,bullying,1,0.6099,label_bullying_987301818738839552
987301818738839552,aggression,1,0.6099,label_aggression_987301818738839552
1111084851513430016,bullying,0,0.7685,label_bullying_1111084851513430016
1111084851513430016,aggression,0,0.7685,label_aggression_1111084851513430016
1136091225905082368,bullying,1,0.7823,label_bullying_1136091225905082368
1136091225905082368,aggression,1,0.7823,label_aggression_1136091225905082368
1163154798393061376,bullying,0,0.5476,label_bullying_1163154798393061376
1163154798393061376,aggression,1,0.6362,label_aggression_1163154798393061376
1099520439597858816,bullying,0,0.7825,label_bullying_1099520439597858816
1099520439597858816,aggression,0,0.6278,label_aggression_1099520439597858816
1061579724511498240,bullying,0,1.0,label_bullying_1061579724511498240
1061579724511498240,aggression,0,1.0,label_aggression_1061579724511498240
1040017863920017408,bullying,1,0.571,label_bullying_1040017863920017408
1040017863920017408,aggression,0,0.6605,label_aggression_1040017863920017408
1145850829799116800,bullying,1,0.6023,label_bullying_1145850829799116800
1145850829799116800,aggression,1,0.7727,label_aggression_1145850829799116800
1174190715665047552,bullying,0,0.5809,label_bullying_1174190715665047552
1174190715665047552,aggression,1,0.5743,label_aggression_1174190715665047552
949149610885136384,bullying,0,0.6605,label_bullying_949149610885136384
949149610885136384,aggression,1,0.746,label_aggression_949149610885136384
1155963415588950016,bullying,0,0.5145,label_bullying_1155963415588950016
1155963415588950016,aggression,1,1.0,label_aggression_1155963415588950016
1172723682289004544,bullying,1,0.609,label_bullying_1172723682289004544
1172723682289004544,aggression,1,0.8247,label_aggression_1172723682289004544
1027371347221045248,bullying,1,0.5939,label_bullying_1027371347221045248
1027371347221045248,aggression,1,0.5939,label_aggression_1027371347221045248
1130982740506849280,bullying,1,0.6231,label_bullying_1130982740506849280
1130982740506849280,aggression,1,0.6231,label_aggression_1130982740506849280
1010794773910863872,bullying,0,0.7954,label_bullying_1010794773910863872
1010794773910863872,aggression,0,0.6114,label_aggression_1010794773910863872
1119946419399172096,bullying,0,0.8506,label_bullying_1119946419399172096
1119946419399172096,aggression,0,0.8506,label_aggression_1119946419399172096
1123037967817043968,bullying,1,0.7854,label_bullying_1123037967817043968
1123037967817043968,aggression,1,0.7854,label_aggression_1123037967817043968
1049829133251125248,bullying,1,0.5911,label_bullying_1049829133251125248
1049829133251125248,aggression,1,0.5911,label_aggression_1049829133251125248
1079979879103168512,bullying,1,0.5833,label_bullying_1079979879103168512
1079979879103168512,aggression,0,0.6162,label_aggression_1079979879103168512
1149544187516035072,bullying,1,0.5913,label_bullying_1149544187516035072
1149544187516035072,aggression,1,0.7989,label_aggression_1149544187516035072
1164406383115116544,bullying,1,0.5558,label_bullying_1164406383115116544
1164406383115116544,aggression,1,0.7702,label_aggression_1164406383115116544
1161011745188642816,bullying,1,0.5613,label_bullying_1161011745188642816
1161011745188642816,aggression,1,0.5613,label_aggression_1161011745188642816
1097110443434311680,bullying,1,1.0,label_bullying_1097110443434311680
1097110443434311680,aggression,1,1.0,label_aggression_1097110443434311680
1127876297960669184,bullying,0,1.0,label_bullying_1127876297960669184
1127876297960669184,aggression,0,1.0,label_aggression_1127876297960669184
1146773813787328512,bullying,0,0.6088,label_bullying_1146773813787328512
1146773813787328512,aggression,1,0.7908,label_aggression_1146773813787328512
1071559888842489856,bullying,1,0.5638,label_bullying_1071559888842489856
1071559888842489856,aggression,1,0.6008,label_aggression_1071559888842489856
1040475260585484288,bullying,0,0.8162,label_bullying_1040475260585484288
1040475260585484288,aggression,1,0.5476,label_aggression_1040475260585484288
1020541928640507905,bullying,0,0.6032,label_bullying_1020541928640507905
1020541928640507905,aggression,1,0.5613,label_aggression_1020541928640507905
1167795973586853888,bullying,0,0.601,label_bullying_1167795973586853888
1167795973586853888,aggression,0,0.601,label_aggression_1167795973586853888
1007133962444914688,bullying,0,0.7701,label_bullying_1007133962444914688
1007133962444914688,aggression,0,0.5747,label_aggression_1007133962444914688
1075400357594677248,bullying,0,0.6349,label_bullying_1075400357594677248
1075400357594677248,aggression,0,0.6349,label_aggression_1075400357594677248
1026948475654725632,bullying,0,0.8428,label_bullying_1026948475654725632
1026948475654725632,aggression,0,0.6541,label_aggression_1026948475654725632
1090203245110247424,bullying,1,0.5897,label_bullying_1090203245110247424
1090203245110247424,aggression,1,0.5897,label_aggression_1090203245110247424
1061048387769679872,bullying,1,0.7924,label_bullying_1061048387769679872
1061048387769679872,aggression,1,0.7924,label_aggression_1061048387769679872
1084002306900779008,bullying,1,0.5969,label_bullying_1084002306900779008
1084002306900779008,aggression,1,0.7552,label_aggression_1084002306900779008
1062542981300740096,bullying,1,1.0,label_bullying_1062542981300740096
1062542981300740096,aggression,1,0.7701,label_aggression_1062542981300740096
1102862880988413952,bullying,1,0.7778,label_bullying_1102862880988413952
1102862880988413952,aggression,1,0.7778,label_aggression_1102862880988413952
1121226538868731904,bullying,0,0.6354,label_bullying_1121226538868731904
1121226538868731904,aggression,0,0.6354,label_aggression_1121226538868731904
1058495731721728000,bullying,0,0.8006,label_bullying_1058495731721728000
1058495731721728000,aggression,0,0.6361,label_aggression_1058495731721728000
1054174904356311040,bullying,1,0.7981,label_bullying_1054174904356311040
1054174904356311040,aggression,1,1.0,label_aggression_1054174904356311040
1137491857195315200,bullying,0,1.0,label_bullying_1137491857195315200
1137491857195315200,aggression,0,1.0,label_aggression_1137491857195315200
1101859498160779264,bullying,1,0.5999,label_bullying_1101859498160779264
1101859498160779264,aggression,1,0.5999,label_aggression_1101859498160779264
1149113030794485760,bullying,0,0.5813,label_bullying_1149113030794485760
1149113030794485760,aggression,0,0.6162,label_aggression_1149113030794485760
1056991806686478336,bullying,0,0.791,label_bullying_1056991806686478336
1056991806686478336,aggression,0,0.791,label_aggression_1056991806686478336
1017970044258377728,bullying,1,0.7989,label_bullying_1017970044258377728
1017970044258377728,aggression,1,0.7989,label_aggression_1017970044258377728
1128846724262416384,bullying,1,0.5897,label_bullying_1128846724262416384
1128846724262416384,aggression,1,0.5897,label_aggression_1128846724262416384
1076155793067458560,bullying,1,1.0,label_bullying_1076155793067458560
1076155793067458560,aggression,1,1.0,label_aggression_1076155793067458560
1164774910267441152,bullying,1,0.7452,label_bullying_1164774910267441152
1164774910267441152,aggression,1,0.7452,label_aggression_1164774910267441152
1008196651174727680,bullying,1,0.5782,label_bullying_1008196651174727680
1008196651174727680,aggression,1,0.5782,label_aggression_1008196651174727680
1083226258218885120,bullying,0,0.8587,label_bullying_1083226258218885120
1083226258218885120,aggression,0,0.8587,label_aggression_1083226258218885120
1052863263529963520,bullying,0,0.8078,label_bullying_1052863263529963520
1052863263529963520,aggression,0,0.8078,label_aggression_1052863263529963520
1088606388550275072,bullying,1,0.7778,label_bullying_1088606388550275072
1088606388550275072,aggression,1,0.7778,label_aggression_1088606388550275072
1148864800336834560,bullying,1,0.5938,label_bullying_1148864800336834560
1148864800336834560,aggression,1,0.8059,label_aggression_1148864800336834560
1173106996371677184,bullying,0,0.5673,label_bullying_1173106996371677184
1173106996371677184,aggression,1,0.5877,label_aggression_1173106996371677184
1076449821596205056,bullying,0,0.6532,label_bullying_1076449821596205056
1076449821596205056,aggression,0,0.6532,label_aggression_1076449821596205056
1145133476874444800,bullying,0,1.0,label_bullying_1145133476874444800
1145133476874444800,aggression,0,1.0,label_aggression_1145133476874444800
1179668668150398976,bullying,0,0.7989,label_bullying_1179668668150398976
1179668668150398976,aggression,0,0.7989,label_aggression_1179668668150398976
997005163342798848,bullying,1,0.5842,label_bullying_997005163342798848
997005163342798848,aggression,1,0.5842,label_aggression_997005163342798848
1013942839530467328,bullying,1,0.6189,label_bullying_1013942839530467328
1013942839530467328,aggression,1,0.7982,label_aggression_1013942839530467328
1170466885566111744,bullying,1,1.0,label_bullying_1170466885566111744
1170466885566111744,aggression,1,1.0,label_aggression_1170466885566111744
1021335174224465920,bullying,1,1.0,label_bullying_1021335174224465920
1021335174224465920,aggression,1,1.0,label_aggression_1021335174224465920
1118342327396659200,bullying,1,0.78,label_bullying_1118342327396659200
1118342327396659200,aggression,1,0.78,label_aggression_1118342327396659200
1006189706306084864,bullying,0,0.5813,label_bullying_1006189706306084864
1006189706306084864,aggression,1,0.5833,label_aggression_1006189706306084864
1087666570542600192,bullying,1,0.7819,label_bullying_1087666570542600192
1087666570542600192,aggression,1,1.0,label_aggression_1087666570542600192
1147087383884611584,bullying,0,0.607,label_bullying_1147087383884611584
1147087383884611584,aggression,0,0.607,label_aggression_1147087383884611584
1161854419499900928,bullying,0,0.7784,label_bullying_1161854419499900928
1161854419499900928,aggression,1,0.5662,label_aggression_1161854419499900928
