source,target,content,timestamp,comment_id
user_esoe,video_1075209954887151616,Hahahahahahaha,2014-05-06T02:12:46.000000,1075209954887151616_1075285967818137600
user_esoe,video_1111633371961946112,💯,2014-08-14T21:25:22.000000,1111633371961946112_1111814814357155840
user_Joka][\\//really™,video_1147331269718618112,So Basically he rap about shit he never been involved in fake ass nigga smfh,2014-12-05T19:43:02.000000,1147331269718618112_1152738891527266304
user_Joka][\\//really™,video_997366810225803264,Lmao,2013-10-03T06:57:23.000000,997366810225803264_997444201707122688
user_Bianca :b,video_1036470207365230592,Jason aw thanks,2014-02-24T04:50:59.000000,1036470207365230592_1049596247260229632
user_Luke Parris 321,video_1037584295784497152,Your right. Hilarious Jessica French,2014-04-04T16:01:05.000000,1037584295784497152_1063898009815113728
user_Diamond,video_1036776803483684864,Oh kill em,2014-02-08T23:04:17.000000,1036776803483684864_1044073177640316928
user_Diamond,video_1037584295784497152,Omggg 😂😂😂😂😂,2014-03-15T03:06:19.000000,1037584295784497152_1056455273579253760
user_Diamond,video_1049866734833991680,Kameron Davis remember when I was doin this in the car when we were waitin on destiny that day,2014-03-03T05:43:54.000000,1049866734833991680_1052146279251062784
user_Diamond,video_1073397272806817792,😭 she probably trynna think of something smart to say😂😂 face ass,2014-05-01T05:09:12.000000,1073397272806817792_1073518428435922944
user_Diamond,video_1095439996166582272,😂😂😂😂👏,2014-06-30T17:07:17.000000,1095439996166582272_1095442413373517824
user_Diamond,video_1150544685866143744,Los Angeles,2014-12-21T03:48:25.000000,1150544685866143744_1158296859224485888
user_Diamond,video_1152035731439788032,"Yes I would care if it happened to anybody, but I've also seen plenty of white ppl resist arrest and live. Real American",2014-12-04T22:22:40.000000,1152035731439788032_1152416674398814208
user_Diamond,video_1152109702961065984,Lolz i have when people do that lolz 👏🙉😂😂,2014-12-04T02:06:24.000000,1152109702961065984_1152110593080508416
user_Diamond,video_1167971795727470592,Get some pants or something,2015-01-16T21:04:41.000000,1167971795727470592_1167979730310451200
user_Ian Rees,video_1089386242933927936,English dumbass😂,2014-06-25T14:04:36.000000,1089386242933927936_1093584499650211840
user_Perfectly Matt,video_1107714967882563584,Katie Redding yeah Ikr people are so rude about this it's like a long story on why he cried and thinks people are mad,2014-08-03T17:51:53.000000,1107714967882563584_1107774822253010944
user_Scarlett Sim,video_1145975873728655360,joshua diaz,2014-12-24T08:42:40.000000,1145975873728655360_1159458073589723136
user_Max Green,video_1146255566205804544,Lotta heat on my vine,2014-11-18T03:04:35.000000,1146255566205804544_1146327029877538816
user_Teagan Gritz,video_1009707103394627584,Skylastephens he's white!!! Wtf,2014-02-15T23:55:01.000000,1009707103394627584_1046622661062635520
user_Keldawott,video_1153805453625622528,Ikr Riley the Dino,2015-02-28T09:56:58.000000,1153805453625622528_1183394373141213184
user_emm,video_1154295514678829056,Puja Shastri SHHH STOP NO,2014-12-13T15:19:08.000000,1154295514678829056_1155571581733478400
user_emm,video_1170871500140666880,emma is lame af,2015-02-28T16:44:13.000000,1170871500140666880_1183496857607974912
user_Nika,video_1051013843955957760,😫😫😫,2014-02-28T02:55:09.000000,1051013843955957760_1051016644975341568
user_Nika,video_1075911890053615616,Paula JAK SIE WYJEBAL 😂😂😂 HAHAAHAHAH,2014-08-13T15:20:16.000000,1075911890053615616_1111360548655816704
user_Bo Moon,video_1034009613798187008,Brynden524,2015-01-15T05:06:09.000000,1034009613798187008_1167376118194884608
user_SHELBAE,video_1113305755882504192,Jake Hynson,2014-08-19T00:43:38.000000,1113305755882504192_1113314264262856704
user_SHELBAE,video_1116277382010339328,Hi if youre reading this I'm a new viner and it would mean so much to me if you would check out a few of my vines!😂❤️😍,2014-09-07T04:32:09.000000,1116277382010339328_1120257139840036864
user_coasteremo,video_1023091917250023424,Oh shit 😆😆,2013-12-26T19:16:49.000000,1023091917250023424_1028070869123436544
user_coasteremo,video_1071559888842489856,Well...,2015-01-30T04:59:02.000000,1071559888842489856_1172810146511286272
user_coasteremo,video_1152109702961065984,"Two Scoops, nachocheez978, P Lav bruh I died!!",2014-12-05T06:01:46.000000,1152109702961065984_1152532210658988032
user_Danny Young,video_1050549294417457152,I just saved this video to my phone with VineGrab,2014-04-09T00:22:52.000000,1050549294417457152_1065473836440768512
user_Allison Casey (Princess Peach),video_1153805453625622528,"Vine Edits I understand that it was a joke, it's just that it was a little inappropriate. I'm just very sensitive, ok?",2014-12-09T13:37:01.000000,1153805453625622528_1154096330483118080
user_Taliah Wilson,video_1068090269611814912,Sydd.,2014-05-05T00:02:41.000000,1068090269611814912_1074890842822598656
user_Sophia Magana,video_1176770072732479488,(CC Baby) his pants,2015-02-10T04:42:29.000000,1176770072732479488_1176792246201577472
user_Sophia Magana,video_1178264272132829184,Frank Albornoz,2015-02-14T22:34:16.000000,1178264272132829184_1178511523090497536
user_slickread,video_1030291178240856064,😂😂😂😂😂😭😭😭,2014-04-03T04:14:38.000000,1030291178240856064_1063357838291775488
user_slickread,video_1080644237860691968,"Premo the same thing they were doing to ranked is getting done to them, it's ironic",2014-05-21T06:34:44.000000,1080644237860691968_1080787713118085120
user_slickread,video_1111633371961946112,famouse gram app 😼,2014-08-19T03:53:56.000000,1111633371961946112_1113362153123266560
user_Kayla Reed,video_1056396634285637632,Seriously Lauren Gordon,2014-05-03T19:28:04.000000,1056396634285637632_1074459347192778752
user_ashtonsfringe,video_1168346839330738176,awesome aimee,2015-01-30T04:33:19.000000,1168346839330738176_1172803675497054208
user_james,video_1054174904356311040,https://vine.co/v/MqqP6MXBP2l Jackasses,2014-03-09T19:50:27.000000,1054174904356311040_1054533644938600448
user_james,video_1055302920520220672,He looks like a lightskin  Terry Crews,2014-03-12T04:02:57.000000,1055302920520220672_1055382364958363648
user_Molly,video_1048815494985551872,Y'all are some hatefuls!,2014-02-22T14:41:19.000000,1048815494985551872_1049020031633379328
user_Molly,video_1059574871014674432,Don't talk about yourself like that fag. Nic new-i follow back,2014-03-23T20:20:28.000000,1059574871014674432_1059614631414341632
user_Molly,video_1110813546008489984,catie ticknor this makes me lol,2014-08-12T03:15:25.000000,1110813546008489984_1110815745786466304
user_Molly,video_1148862471034011648,lizy ♡ the film wot,2014-11-25T17:45:34.000000,1148862471034011648_1149085452524236800
user_Molly,video_1161768321448910848,Look through this account Ashleigh,2015-02-06T21:45:46.000000,1161768321448910848_1175600213751107584
user_Hunter Janecke,video_1053834433943183360,Write this on 8 vines or your mom will die in 8 days,2014-03-07T23:22:16.000000,1053834433943183360_1053862173992468480
user_Hunter Janecke,video_1053851785821384704,Write this on 8 pages or your mom will die in 8 years 5,2014-03-07T23:17:57.000000,1053851785821384704_1053861090909405184
user_Shacker Jiries Eid,video_1064324203748175872,U r making us like and revine,2014-06-28T14:16:32.000000,1064324203748175872_1094674664250392576
user_Nicole,video_1020912874765619200,you're very talent!,2014-02-23T00:16:16.000000,1020912874765619200_1049164723247038464
user_Nicole,video_1052156302291767296,😭🔫 Caitlin Lally,2014-03-03T19:52:24.000000,1052156302291767296_1052359810152341504
user_Nicole,video_1053867748171595776,Write this on 8 other vines or your mom will die in 8 days,2014-03-18T22:39:33.000000,1053867748171595776_1057837692911869952
user_Nicole,video_1064324203748175872,🐴🐴🐴 I FOLLOW BACK! You can also check out my Vines! ❤️❤️❤️🐴🐴🐴,2014-04-19T05:51:14.000000,1064324203748175872_1069180354503790592
user_Nicole,video_1087535147143827456,R u in canada?,2014-06-16T13:40:46.000000,1087535147143827456_1090317010707316736
user_Nicole,video_1094470760749301760,"You butthurts wouldn't say shit to him offline,you think you're ""cool"" lololololol butthurts",2014-06-29T09:06:10.000000,1094470760749301760_1094958946726436864
user_Nicole,video_1100156714189541376,Rebecca Chen,2014-07-14T00:05:53.000000,1100156714189541376_1100258799174242304
user_Nicole,video_1100888664311242752,Funny stuff,2014-08-25T23:29:19.000000,1100888664311242752_1115832276178083840
user_Nicole,video_1104203476390772736,Thank you! (: ♡IDK EDITS♡,2014-07-24T21:24:45.000000,1104203476390772736_1104204515307106304
