avg_non_offensive_per_bullying_session,avg_offensive_per_bullying_session,bidirectional_non_offensive_users,bidirectional_offensive_users,bullying_sessions_count,comment_count,comment_to_bullying_ratio,description_offensive,follower_count,following_count,like_count,max_comments_to_single_user,max_non_offensive_from_single_user,max_non_offensive_to_single_user,max_offensive_from_single_user,max_offensive_to_single_user,non_offensive_comment_count,non_offensive_comment_ratio,non_offensive_comments_in_bullying,non_offensive_concentration_in,non_offensive_concentration_out,non_offensive_in_bullying_ratio,offensive_comment_count,offensive_comment_ratio,offensive_comments_in_bullying,offensive_concentration_in,offensive_concentration_out,offensive_in_bullying_ratio,post_count,received_comment_count,received_non_offensive_count,received_non_offensive_ratio,received_offensive_count,received_offensive_ratio,total_comments_in_bullying,unique_commenters_count,unique_targets_count,unique_users_in_bullying_sessions,unretaliated_ratio,label,media_id
0.75,0.0,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,224818.83333333334,416.8333333333333,8079.166666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8483.0,1.0,0.8333333333333334,0.4583333333333333,0.16666666666666666,0.041666666666666664,1.8333333333333333,0.8333333333333334,1.1666666666666667,15.666666666666666,0.16666666666666666,1,1009707103394627584
0.7708333333333333,0.041666666666666664,0.5,0.25,1.125,2.875,0.734375,0.0,170550.875,454.5,29033.375,0.0,1.375,0.0,1.0,0.0,2.125,0.5397727272727273,1.125,0.175,0.0,0.75,0.75,0.08522727272727272,0.125,0.1830357142857143,0.0,0.03125,3781.625,5.125,3.0,0.6526960784313726,2.125,0.34730392156862744,1.875,2.5,2.875,10.75,0.5625,0,1010700490369089536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22273.5,277.5,18627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0,1010794773910863872
0.2,0.0,0.2,0.0,0.6,0.6,0.2,0.0,202246.2,289.0,15106.2,0.0,0.2,0.0,0.2,0.0,0.6,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,2736.0,2.0,1.4,0.36666666666666664,0.6,0.2333333333333333,0.6,1.6,0.6,4.6,0.6,0,1012202601665691648
0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,6073.666666666667,428.3333333333333,48990.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2269.6666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,1012300587720699904
0.0,0.0,0.5,1.0,1.0,5.0,0.0,0.0,96337.5,1445.5,6054.5,3.0,2.0,1.0,1.0,2.0,1.5,0.15,0.0,0.25,0.3333333333333333,0.0,3.5,0.35,0.0,0.3333333333333333,0.2857142857142857,0.0,2495.5,6.0,4.5,0.8636363636363636,1.5,0.13636363636363635,1.5,3.0,1.5,10.0,0.0,0,1014455979091656704
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,4.0,0.0,0.0,24870.0,650.0,9938.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.6060606060606061,0.0,0.0,0.0,0.0,0.6666666666666666,0.0606060606060606,0.0,0.0,0.0,0.0,1016.6666666666666,2.0,1.6666666666666667,0.6,0.3333333333333333,0.06666666666666667,0.0,1.3333333333333333,3.3333333333333335,0.0,0.3333333333333333,0,1014514130801008640
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,25858.5,395.0,3682.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,1015742929878622208
0.0,0.0,0.0,0.25,0.0,3.75,0.0,0.0,314341.5,312.75,2542.0,1.0,0.75,0.75,0.25,0.25,3.25,0.7045454545454546,0.0,0.25,0.08333333333333333,0.0,0.5,0.04545454545454545,0.0,0.25,0.125,0.0,502.5,1.0,0.75,0.1875,0.25,0.0625,0.0,0.5,3.0,0.0,0.25,0,1016168381583654912
0.25,0.0,0.5,0.0,0.5,1.6666666666666667,0.16666666666666666,0.08333333333333333,24454.916666666668,340.0833333333333,23596.833333333332,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.45138888888888884,0.5833333333333334,0.0,0.0,0.16666666666666666,0.25,0.048611111111111105,0.0,0.0,0.0,0.0,1832.0,1.25,1.1666666666666667,0.6458333333333334,0.08333333333333333,0.020833333333333332,0.75,1.3333333333333333,1.6666666666666667,4.25,0.16666666666666666,0,1017316387020218368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53074.0,210.0,3158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1018399483828326400
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,69497.0,77.0,3487.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1,1018729501821399040
0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,1.25,0.0,0.08333333333333333,102311.75,39100.0,24453.333333333332,0.0,0.0,0.0,0.0,0.0,1.25,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.8333333333333,1.4166666666666667,1.4166666666666667,0.8333333333333334,0.0,0.0,0.08333333333333333,1.3333333333333333,1.1666666666666667,2.6666666666666665,0.0,0,1019862122563563520
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,138680.5,326.0,13861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.5,0.5,0.5,0.5,0.0,0.0,1.5,0.5,0.5,2.0,0.0,0,1020511330580787200
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3157.0,95.0,2947.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1020541928640507905
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47231.0,18557.0,2716.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1020901686048665600
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,34837.5,257.0,2390.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0,1020912874765619200
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2958.0,122.0,1373.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1021214042855018496
1.5,0.0,0.0,0.0,2.0,1.0,3.0,0.0,808.0,196.0,1202.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,16.0,0.0,1,1021311568061095936
1.0,0.0,0.0,0.0,1.5,0.5,1.0,0.0,17981.5,134.5,4681.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.5,0.5,0.5,0.0,0.0,2.5,0.5,0.5,3.0,0.0,1,1021335174224465920
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8335.0,190.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,1,1023091917250023424
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,545.0,17.0,14656.0,2.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1025200529762304000
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8540.0,19.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1025563073714483200
0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,17787.333333333332,244.0,5466.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.33333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,1025583405355937792
0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,1.0,0.0,0.5,5455.833333333333,470.3333333333333,23409.833333333332,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.611111111111111,0.0,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.05555555555555555,0.0,0.16666666666666666,0.16666666666666666,0.0,813.6666666666666,0.8333333333333334,0.6666666666666666,0.5833333333333334,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,0,1025590120042164224
0.0,0.0,0.25,0.25,0.25,0.75,0.0,0.0,686823.0,344.25,17884.25,0.5,0.5,0.25,0.5,0.25,0.25,0.08333333333333333,0.0,0.5,0.25,0.0,0.5,0.16666666666666666,0.0,0.3333333333333333,0.125,0.0,4594.25,2.75,1.25,0.47916666666666663,1.5,0.5208333333333333,0.25,2.0,0.5,3.25,0.875,0,1026296025050148864
0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.5,1990.5,324.75,18660.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0.75,0.1875,0.0,0.0,0.0,0.0,814.25,0.25,0.25,0.25,0.0,0.0,0.25,0.75,0.75,1.0,0.5,0,1026658089262612480
0.14285714285714285,0.0,0.2857142857142857,0.0,0.42857142857142855,1.0,0.14285714285714285,0.0,53956.57142857143,185.0,7698.428571428572,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.6428571428571429,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,1816.142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.5714285714285714,0.5714285714285714,1.0,5.0,0.14285714285714285,0,1026805374071754752
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2868.0,244.0,12676.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7082.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0,1027003324282654720
0.5,0.0,0.0,0.0,1.25,0.75,0.375,0.0,202678.25,460.0,19616.25,0.0,1.0,0.0,0.25,0.0,0.75,0.5,0.5,0.2,0.0,0.375,0.0,0.0,0.0,0.25,0.0,0.0,11663.5,2.0,1.75,0.7083333333333334,0.25,0.04166666666666665,1.5,1.0,0.75,10.25,0.25,1,1027371347221045248
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,560534.0,42.0,624.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1027437650183081984
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4000.0,245.0,4392.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0,1027519055210438656
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1597.0,168.0,8174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,12.0,0.0,0,1028570940705239040
0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.0,20077.285714285714,484.14285714285717,12294.857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5238095238095238,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.0,0.14285714285714285,0.14285714285714285,0.0,1967.5714285714287,0.7142857142857143,0.5714285714285714,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.7142857142857143,0.7142857142857143,0.8571428571428571,9.428571428571429,0.2857142857142857,0,1030291178240856064
0.47222222222222215,0.1111111111111111,0.3333333333333333,0.16666666666666666,1.0833333333333333,1.3333333333333333,0.2951388888888889,0.08333333333333333,115111.75,469.5,29255.333333333332,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.5833333333333334,0.08333333333333333,0.75,0.2777777777777778,0.5833333333333334,0.25,0.08333333333333333,0.375,0.5833333333333334,0.13888888888888887,0.16666666666666666,0.3125,0.08333333333333333,0.0625,7399.75,2.4166666666666665,1.6666666666666667,0.6458333333333334,0.75,0.1875,1.5,1.5833333333333333,1.4166666666666667,12.083333333333334,0.375,0,1030637312557678592
0.8333333333333333,0.16666666666666666,0.5,0.5,2.0,5.0,0.4375,0.0,39241.0,417.5,26545.0,1.0,1.0,0.5,1.5,0.5,2.5,0.5,1.5,0.25,0.5,0.75,2.5,0.5,0.5,0.375,0.5,0.125,2210.0,4.0,2.0,0.25,2.0,0.25,2.0,2.0,4.0,28.5,0.25,0,1031714823689437184
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,68720.0,282.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1,1032610021605056512
0.0,0.0,0.0,0.3333333333333333,0.0,3.0,0.0,0.6666666666666666,7991.0,808.6666666666666,23305.333333333332,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,2.0,0.7000000000000001,0.0,0.0,0.1111111111111111,0.0,1.0,0.3,0.0,0.0,0.3333333333333333,0.0,15717.333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,2.0,0.0,0.16666666666666666,0,1033993129051017216
2.75,0.0,0.25,0.0,1.125,1.0,1.0,0.0,343544.5,387.25,22561.125,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,1.25,1.125,0.8125,0.125,0.0625,3.625,1.125,1.0,12.625,0.125,1,1035095956305125376
0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2383521.0,296.0,13032.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,3010.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5,0,1035362829223784448
2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2791.0,229.0,187.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1,1035704405627965440
0.6818181818181818,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.6363636363636364,1.3636363636363635,0.6515151515151515,0.09090909090909091,138280.63636363635,346.6363636363636,7784.090909090909,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.7272727272727273,0.4696969696969697,0.9090909090909091,0.09090909090909091,0.13636363636363635,0.6818181818181818,0.6363636363636364,0.16666666666666663,0.7272727272727273,0.0303030303030303,0.09090909090909091,0.18181818181818182,1865.0,1.9090909090909092,1.3636363636363635,0.5909090909090909,0.5454545454545454,0.13636363636363635,1.8181818181818181,1.1818181818181819,1.0,5.181818181818182,0.13636363636363635,0,1035709331489832960
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2298.6666666666665,198.33333333333334,2601.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1036918934974406656
0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,877912.0,276.0,44128.333333333336,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,395.6666666666667,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,4.0,0.0,0,1037557671953342464
0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,32760.333333333332,333.6666666666667,10450.666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,556.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,0,1037584295784497152
0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,26991.0,44.0,4538.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.6666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,2.3333333333333335,0.0,0,1037604986386882560
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.5,556.0,315.0,3158.0,1.0,0.5,0.5,0.5,0.5,1.5,0.75,0.0,0.5,0.5,0.0,0.5,0.25,0.0,0.5,0.5,0.0,3234.5,2.0,1.5,0.75,0.5,0.25,0.0,1.0,1.0,0.0,0.5,0,1038279828601765888
1.25,0.0,0.0,0.0,1.0,0.75,1.25,0.0,156649.75,143.25,4243.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,521.25,0.75,0.75,0.5,0.0,0.0,2.0,0.75,0.75,5.0,0.0,1,1038638173796159488
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,127304.0,261.0,20436.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9230.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1040475260585484288
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61858.5,7.5,234.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0,1041575393192218624
0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,7459.0,304.5,40064.5,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0,1041926984047251456
0.2,0.0,0.6,0.0,0.2,1.6,0.1,0.0,530738.2,109.6,20346.8,0.0,0.0,0.0,0.0,0.0,1.4,0.75,0.2,0.0,0.0,0.1,0.2,0.05,0.0,0.0,0.0,0.0,252.8,1.2,1.2,0.8,0.0,0.0,0.2,1.4,1.6,2.4,0.2,0,1042152100458799104
0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,367746.5,433.0,7403.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1044184247084498944
0.5,0.0,0.0,0.0,2.0,0.5,0.5,0.5,39808.5,634.0,15954.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7412.0,0.5,0.5,0.5,0.0,0.0,2.0,0.5,1.0,23.0,0.0,1,1044413228903788544
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68035.0,20.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1044444091183788032
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,19484.5,58550.5,1420.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,1045487837144907776
0.2,0.0,0.0,0.0,0.6,0.4,0.2,0.0,1719674.8,106.6,5025.8,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,697.2,1.2,1.0,0.7,0.2,0.1,1.0,1.2,0.4,2.4,0.2,0,1045523258935754752
